0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
14,0.13317180671122736,0.07619275956120325,0.9404377739526701,0.41659739383270544,317.74952183092364,0.9190846341803762,0.08274014519330262,,,,,,,,,,,,,,,,,,,,,,list index out of range
44,0.5515327137568158,0.16481777771088726,0.41121399107371065,0.7775245235068523,309.9884963037093,0.985187522060438,0.3767012960409471,,,,,,,,,,,,,,,,,,,,,,'MixerSettler' object has no attribute '_inlet_cost'
38,0.39295015003396133,0.829081304284444,0.5690245610188311,0.06350547840704236,275.83528380797134,0.13383873358875314,0.013670597630514588,,,,,,,,,,,,,,,,,,,,,,list index out of range
5,0.6916452257291953,0.5342928404019602,0.7498357583950249,0.9130744356824173,318.05651398906133,0.726048231987441,0.7570054939222519,,,,,,,,,,,,,,,,,,,,,,'MESHDistillation' object has no attribute '_inlet_cost'
20,0.24106072384639896,0.2050248239736743,0.25141729526784734,0.27470432384620624,288.9565289736204,0.8781328454124445,0.7569234322590117,,,,,,,,,,,,,,,,,,,,,,list index out of range
3,0.2686456147771049,0.022182523556098604,0.49811537012722845,0.4761630757193354,337.0156047348126,0.3077464620470724,0.8163040966395413,,,,,,,,,,,,,,,,,,,,,,list index out of range
48,0.08839938254331002,0.7917386576856862,0.5898969015479224,0.4799979624217734,305.3812549572108,0.7845897971179153,0.639297420838545,,,,,,,,,,,,,,,,,,,,,,'ShortcutColumn' object has no attribute '_inlet_cost'
40,0.9030607435707588,0.6172019857260824,0.9803646788198689,0.6080270407569311,322.02161276491574,0.5547601269813716,0.09099299084222516,,,,,,,,,,,,,,,,,,,,,,'MESHDistillation' object has no attribute '_inlet_cost'
37,0.5473915622684218,0.45086535637136294,0.9103802312754329,0.29792965559679635,313.3173752531559,0.6975721073063141,0.7963921284963101,,,,,,,,,,,,,,,,,,,,,,'MESHDistillation' object has no attribute '_inlet_cost'
24,0.842007205877208,0.7688408495412662,0.06622935425408069,0.045856680277992494,320.80203770050105,0.34737866688459174,0.2091098779994064,,,,,,,,,,,,,,,,,,,,,,list index out of range
29,0.34152905413549944,0.5372096903723987,0.46007314706767377,0.5847076293385589,303.82313764609165,0.6975978069395622,0.18004926562206364,,,,,,,,,,,,,,,,,,,,,,'MultiStageMixerSettlers' object has no attribute '_inlet_cost'
35,0.4116200482360925,0.8742301730939319,0.5151845312587245,0.9730130382351775,319.349025456654,0.22382668099973002,0.821708457780765,,,,,,,,,,,,,,,,,,,,,,'MultiStageMixerSettlers' object has no attribute '_inlet_cost'
18,0.3475844525612353,0.03180150101701662,0.548660437676488,0.5343700613821498,300.4113442889429,0.8941278411696364,0.12873552345981398,,,,,,,,,,,,,,,,,,,,,,list index out of range
17,0.32155060640356103,0.09228135717012323,0.4810972795168877,0.6877159386243735,312.39759004313913,0.15696198494792213,0.3772482366455485,,,,,,,,,,,,,,,,,,,,,,list index out of range
1,0.8682142769248835,0.08450855597991389,0.5972183544472052,0.9861583701672287,314.3174797410246,0.9239493549315226,0.23609292146409264,,,,,,,,,,,,,,,,,,,,,,'ShortcutColumn' object has no attribute '_inlet_cost'
38,0.5312126273981368,0.7204440097853259,0.06233512837499034,0.14772431799703611,283.2500035012358,0.6870967888527909,0.8443562285663656,,,,,,,,,,,,,,,,,,,,,,list index out of range
38,0.030469105518320806,0.867128259576616,0.3541112561260462,0.3971241161208322,281.074925823001,0.7373314655732098,0.1822656500881105,,,,,,,,,,,,,,,,,,,,,,'MixerSettler' object has no attribute '_inlet_cost'
29,0.8406259148793436,0.089195408279185,0.535282030459122,0.2331930899086463,299.40536854942604,0.47392254443641324,0.3550687928489769,1.4877,3.0778,0.017423043761587646,0.013806706114398421,6.354269777743993,3,2,1.1274599130778438,1,1,1.8129806145089604,3,1,0.10828709602355957,1.2107,2.7728,0.3189918900648313,0.9457869529724121,34.28641721400064,
33,0.47953414354407486,0.5841410647656979,0.7367487931473735,0.5576864917238424,318.16322846887846,0.5644020966683891,0.37873474868869433,,,,,,,,,,,,,,,,,,,,,,'HXutility' object has no attribute '_inlet_cost'
18,0.8995574324052981,0.6074944667713436,0.24432872014910811,0.4981978730791554,298.4368330586304,0.9335984545774988,0.007533609697761334,,,,,,,,,,,,,,,,,,,,,,'ShortcutColumn' object has no attribute '_inlet_cost'
12,0.3653202839920903,0.48776101982865716,0.8507324360843629,0.08787883577768987,335.05159627906806,0.055647924008039654,0.8422298038946521,,,,,,,,,,,,,,,,,,,,,,'MultiStageMixerSettlers' object has no attribute '_inlet_cost'
4,0.018240657180218212,0.696891766220185,0.9971558092149178,0.8965206019477236,317.3518781710358,0.9173038735242233,0.005299476396965657,,,,,,,,,,,,,,,,,,,,,,list index out of range
49,0.4906997043808587,0.7228238070121136,0.8207793870060375,0.7183854251094701,314.1978283674581,0.4765718221779994,0.8384987004467548,,,,,,,,,,,,,,,,,,,,,,'MESHDistillation' object has no attribute '_inlet_cost'
11,0.9678972670975841,0.7108813835888648,0.19948697664558598,0.7361735589801185,313.797681784946,0.7071593726348802,0.7677027234926947,1.5299,0.937,0.23939654576864616,0.01380670611439842,7.737390327617111,18,11,0.2848579055400599,3,2,0.32358047694071845,6,1,0.06667280197143555,1.4057,0.9446,0.4014758404427505,1.668454885482788,3.5396020319142183,
5,0.5060533459637112,0.9319211408227087,0.3206101279402984,0.5938237092481431,301.430747076262,0.45422254542187784,0.5485482576263595,,,,,,,,,,,,,,,,,,,,,,'MultiStageMixerSettlers' object has no attribute '_inlet_cost'
28,0.20171028928400286,0.6845030907250454,0.08785932443153256,0.1388108909646762,273.2087392549034,0.11668439453526719,0.4731188844317871,,,,,,,,,,,,,,,,,,,,,,list index out of range
31,0.794210021021466,0.10668858018842475,0.8506423872704533,0.7458999280961633,304.4559085560656,0.9328447732932449,0.9908303835097451,,,,,,,,,,,,,,,,,,,,,,'MESHDistillation' object has no attribute '_inlet_cost'
11,0.37919066210530417,0.9263567786473524,0.7215243910962021,0.04808983449969129,333.17661509485896,0.8278580930887744,0.7504268745728372,,,,,,,,,,,,,,,,,,,,,,'MESHDistillation' object has no attribute '_inlet_cost'
40,0.8250501634251282,0.18638634628946532,0.23566817689039332,0.6336951878638053,342.90569204561376,0.31616496263826505,0.5882478451274773,1.2162,1.3151,0.04612364476544761,0.013806706114398423,4.692545951079628,5,3,0.31551822698522863,2,2,0.7045220377107525,4,1,0.07895994186401367,1.1309,1.3136,0.27311723181850595,1.4158239364624023,5.127132479519318,
34,0.45190340643890947,0.7137110766098406,0.8995774785476441,0.6240391340274195,314.56314176742677,0.4387008009208003,0.5774285222790352,,,,,,,,,,,,,,,,,,,,,,'HXutility' object has no attribute '_inlet_cost'
18,0.3914429619904819,0.5318042939402052,0.06661245047957791,0.22900248838570392,314.7993969172325,0.43148499032212906,0.3327825043338931,,,,,,,,,,,,,,,,,,,,,,list index out of range
37,0.6936482356425983,0.16671408691738385,0.8785412524619012,0.4953740840413254,330.0924901577065,0.5730935341724631,0.9975928466622511,,,,,,,,,,,,,,,,,,,,,,'MixerSettler' object has no attribute '_inlet_cost'
38,0.7069097631973348,0.7784940818568462,0.1431136727499148,0.20452413871014638,327.9829343312183,0.4939320889821497,0.7545598283309308,,,,,,,,,,,,,,,,,,,,,,list index out of range
6,0.5364277033494464,0.3787836834003601,0.4569545192597503,0.6038974762853053,311.67620275461485,0.5398066510491255,0.48630884624740833,,,,,,,,,,,,,,,,,,,,,,'ShortcutColumn' object has no attribute '_inlet_cost'
21,0.7718047924001855,0.012201852010812716,0.5983828569351066,0.5654517964882416,328.1457887544373,0.5989694618408489,0.8267161479262977,,,,,,,,,,,,,,,,,,,,,,list index out of range
48,0.3424900047528256,0.22732824793168407,0.42355450273424095,0.2879008235140786,320.3511702627544,0.9117612236020807,0.1391022825236476,,,,,,,,,,,,,,,,,,,,,,'HXutility' object has no attribute '_inlet_cost'
6,0.2559899303004769,0.7260229765037947,0.5929036089682957,0.1022024429587771,343.7437902140775,0.7900056286603745,0.023020302527158754,,,,,,,,,,,,,,,,,,,,,,'ShortcutColumn' object has no attribute '_inlet_cost'
47,0.7544596937417688,0.27420612870945327,0.19586109018406678,0.6740893063935847,350.0,0.39869467272907666,0.8533546297393299,1.0847,0.6735,0.04595629940481951,0.013806706114398421,3.0055297627616486,5,4,0.24990070510111878,2,2,0.18147072856312377,6,1,0.13528132438659668,1.0184,0.6672,0.19257723608433297,1.3129632472991943,6.260446091325883,
15,0.15404221386838837,0.6228434383953934,0.5550737385742047,0.2403806782687012,324.46457513135397,0.8307681441330445,0.23271173108519425,,,,,,,,,,,,,,,,,,,,,,'HXutility' object has no attribute '_inlet_cost'
41,0.5785677305015007,0.9999,0.5161698844644215,0.25332148447588454,346.75305050317786,0.5748963252104762,0.9822481419843124,,,,,,,,,,,,,,,,,,,,,,'HXutility' object has no attribute '_inlet_cost'
37,0.8908079952548268,0.25074644817243275,0.20723909685769062,0.6787333705429112,328.81389465368875,0.40537317974367504,0.6224747050086524,1.3045,1.2563,0.07848115994346747,0.013806706114398421,6.265163628702271,8,5,0.27769401524587206,2,2,0.6171289346373625,4,1,0.12106204032897949,1.2504,1.2576,0.34213753634834004,1.0088651180267334,4.2361852253576515,
16,0.6975956184640868,0.7217155980722029,0.553334249808554,0.2393040377508182,324.72371227988964,0.703550041792802,0.3075374104214534,1.8031,3.2263,0.04781823307690354,0.01380670611439842,1.4568156837745025,10,7,1.3042214039899833,1,1,2.2879236046723324,4,1,0.1409752368927002,1.6765,3.2766,0.17534188084800983,1.550429105758667,6.674846887172183,
32,0.8742601764445422,0.2546943850402299,0.2085387826977651,0.6834702422155908,319.03268071914135,0.38565390676165195,0.7364059870247743,,,,,,,,,,,,,,,,,,,,,,'ShortcutColumn' object has no attribute '_inlet_cost'
50,0.9999,0.48605292777615383,0.1809549300250459,0.6888098629995887,350.0,0.7311954559117543,0.32907540642130023,,,,,,,,,,,,,,,,,,,,,,'MESHDistillation' object has no attribute '_inlet_cost'
17,0.9271746782745787,0.49997175527494714,0.5473657561793924,0.2477257300437548,307.7776143319566,0.4199244662275959,0.19219534141304048,2.0771,5.9965,0.09302086913142756,0.013806706114398421,5.812886963869133,12,7,1.4038263690621684,1,1,4.055661599006053,2,1,0.14228224754333496,2.0975,6.2307,0.4285343338826591,3.9306092262268066,4.054943809062426,
3,0.9194113506498477,0.948301195063249,0.5471631523223724,0.24746582626129554,336.984546766298,0.2974332108842917,0.206796060677975,1.9629,5.0583,0.0845572316436213,0.2594603088945823,3.4167543252398778,9,7,1.4006801123621677,1,1,3.675922744842083,2,1,0.14719104766845703,1.8875,5.1841,0.24346734669209455,3.0629119873046875,5.844303493887832,
48,0.9036518801002181,0.948056293946494,0.5474482666753646,0.24742391785492837,301.295994585392,0.9042221200207373,0.21803176647751385,2.1985,5.4772,0.07825343047493397,0.26203833335833415,2.79469657753376,9,7,1.3881514086633469,1,1,3.700685363618908,5,1,0.1394047737121582,2.1318,5.677,0.23833658858489085,6.096224069595337,5.875446158318974,
24,0.8944644328182053,0.3669648816758012,0.5480810980996867,0.24748209824523207,311.4469669465825,0.6483538748845997,0.22432291939069046,2.0543,4.8884,0.06645368999237063,0.01380670611439842,5.345936112831092,10,6,1.3272975517800936,1,1,3.4559561640169645,4,1,0.11778807640075684,2.0326,5.1778,0.4005347511077301,3.4044861793518066,4.142099746737802,
9,0.8843217353384136,0.05631624436424453,0.20257603926350354,0.6742598402742125,285.34362428044653,0.8828963698311384,0.5743512370694728,1.3242,1.8456,0.02753028066184409,0.013806706114398421,9.544917423369693,3,2,0.25374162736768274,2,2,0.7872835896479344,7,1,0.0751500129699707,1.0435,1.5134,0.29852808236206285,0.41034793853759766,18.851239745291274,
12,0.8941170700876688,0.9434755340785613,0.5501253273016968,0.24739903324145496,295.498843518349,0.43894806130490466,0.2395822138912675,2.2548,4.74,0.0673034216436137,0.013806706114398421,1.9484060048539151,19,15,1.371581540336262,1,1,3.1028797904465533,3,1,0.10527467727661133,2.0469,4.9994,0.19722597956980756,6.735237121582031,6.473451670604472,
22,0.7410571459301144,0.020327065613734124,0.5561553471431008,0.23681947661123515,322.3394710614616,0.6758324270633803,0.22782664380088305,,,,,,,,,,,,,,,,,,,,,,list index out of range
22,0.9590960632272856,0.8464862081048906,0.5411502440300758,0.2506559633710534,300.10590984373056,0.852556518480682,0.27583062006962394,1.9038,4.1775,0.15652410796034377,0.12686608516484582,5.79444262600533,9,6,1.550202695826578,1,1,2.7039803084187315,5,1,0.10782098770141602,1.8784,4.3187,0.438896772603856,4.36577296257019,3.6322270269852313,
30,0.9631072265100794,0.8371770385262359,0.5415702638715756,0.2504751593337077,330.75283567309646,0.6217024334146545,0.27968671827250247,1.8373,3.6433,0.1898506247540468,0.10316718571645908,6.8533335799648425,10,7,1.622482688764239,1,1,2.5882253395001285,4,1,0.11682486534118652,1.8066,3.7274,0.5120411879154337,4.329248905181885,2.9834544980759836,
10,0.8834223575399254,0.6008919256077814,0.5491005507962168,0.24065716877377077,342.8248179089369,0.3037745036581273,0.2500399481675829,1.7769,3.9096,0.07950331013646089,0.01380670611439842,3.8982570292595713,12,8,1.3772680242400768,1,1,2.904931909738943,2,1,0.11441683769226074,1.756,4.0471,0.3115028997933111,45.256147146224976,4.950783729847517,
1,0.7442118634882696,0.8358455378824142,0.5527115716713941,0.235752700393128,345.50075710886784,0.12442214379943456,0.2601205542513299,1.6887,3.6641,0.04994622619329554,0.013806706114398421,1.4829183236253316,13,10,1.3140545659805192,1,1,2.712297344018365,1,1,0.10628008842468262,1.5598,3.7913,0.12373556738009514,13.896497011184692,7.548787785698875,
