Params,Error
"[40, 0.3633328339112468, 0.19691591249147727, 0.996172552155206, 0.9542507038801827, 300.72644470631866, 0.06316276345049368, 0.9338059271785053]",'ShortcutColumn' object has no attribute '_inlet_cost'
"[28, 0.26061096667469313, 0.18514362066412357, 0.4051443985809007, 0.5782255324360513, 348.49092926054914, 0.37172059641831073, 0.30312874364166104]",'ShortcutColumn' object has no attribute '_inlet_cost'
"[23, 0.0306306566173157, 0.8077045011942637, 0.2935899375086132, 0.6383610458034623, 303.0185110180921, 0.24967413632462984, 0.07317166724803331]",'MultiStageMixerSettlers' object has no attribute '_inlet_cost'
"[29, 0.5534775371823648, 0.9879095217285618, 0.635308894157549, 0.4193461396712512, 304.02671144028614, 0.7116584586457183, 0.16530304435282098]",'HXutility' object has no attribute '_inlet_cost'
"[21, 0.2217519171019709, 0.21041835405523834, 0.886485558889274, 0.6550109416072932, 291.7546746072641, 0.0032140550807032643, 0.4248708334673181]",'HXutility' object has no attribute '_inlet_cost'
"[45, 0.4878079283357715, 0.9507601540718794, 0.15507242746148137, 0.5055896876164864, 336.569065827329, 0.186612979052369, 0.4960224252908574]",'HXutility' object has no attribute '_inlet_cost'
"[15, 0.5995738328314516, 0.17360145449650477, 0.10128684832440361, 0.9460518216468571, 295.0201104461862, 0.905701172155839, 0.22548846506539072]",'MESHDistillation' object has no attribute '_inlet_cost'
"[39, 0.2827423220353605, 0.9986536496567465, 0.563940753357335, 0.2671040168811286, 290.07888517180254, 0.9760673224492374, 0.0317139531492944]",'MixerSettler' object has no attribute '_inlet_cost'
"[35, 0.17866675777802124, 0.5524566644335028, 0.6953060039271625, 0.7873376319844188, 313.4609967780614, 0.3380453943116966, 0.618584433171237]",'HXutility' object has no attribute '_inlet_cost'
"[23, 0.10101003469229895, 0.4106273852034043, 0.8632572005828367, 0.7093791916405662, 327.41461344816366, 0.5423536383545992, 0.5004075493180055]",'HXutility' object has no attribute '_inlet_cost'
"[16, 0.43184861801809116, 0.12011974638567775, 0.7342999053440379, 0.5994282306918837, 304.7786965590156, 0.45064897195446285, 0.6304258075589348]",'HXutility' object has no attribute '_inlet_cost'
"[42, 0.9898109630013615, 0.6302259400563901, 0.3604989639514959, 0.4648726242114709, 314.2910785188915, 0.23357117167188857, 0.07079619776639785]",'HXutility' object has no attribute '_inlet_cost'
"[16, 0.529300694412303, 0.06933451057835394, 0.34405212083647646, 0.3206333187011057, 306.1326981721091, 0.05077676610668266, 0.8085226961402067]",'MixerSettler' object has no attribute '_inlet_cost'
"[12, 0.1414501154819476, 0.6078007374680912, 0.2685907725326637, 0.7486506509579232, 328.7736729000835, 0.61803350771566, 0.8158105029757184]",'HXutility' object has no attribute '_inlet_cost'
"[27, 0.4896795410310532, 0.15762455335527775, 0.3080720979493969, 0.3044995998016894, 315.08333952705493, 0.5600662124966963, 0.7692344993496812]",'MultiStageMixerSettlers' object has no attribute '_inlet_cost'
"[41, 0.9819931778719222, 0.4252503320245207, 0.652552069429141, 0.4933736852562355, 316.8379959210349, 0.23535283530191994, 0.11032529805190444]",'MultiStageMixerSettlers' object has no attribute '_inlet_cost'
"[49, 0.30293516898736805, 0.6742517174495848, 0.9244319130203709, 0.3358778451052076, 327.10322908007487, 0.881632463717198, 0.05535977830987751]",'ShortcutColumn' object has no attribute '_inlet_cost'
"[24, 0.12638550200725845, 0.6310850567093531, 0.43200107072609717, 0.3603004469193464, 296.4822948825065, 0.5536358950089949, 0.2905611272558976]",'ShortcutColumn' object has no attribute '_inlet_cost'
"[44, 0.4998763280063089, 0.6055494680531498, 0.49944282600505646, 0.17451524897391746, 300.82589671220813, 0.7086319279915952, 0.0833182731419399]",'MixerSettler' object has no attribute '_inlet_cost'
"[18, 0.44494843305192716, 0.1786527424320581, 0.5529521204763553, 0.738968438842874, 321.0821435417628, 0.7926988685791229, 0.658545894837847]",'MixerSettler' object has no attribute '_inlet_cost'
"[40, 0.6366135616872098, 0.051226469577717815, 0.8975028248486586, 0.014291977408337016, 281.0755123259921, 0.470502672045425, 0.5948572716969083]",'HXutility' object has no attribute '_inlet_cost'
"[45, 0.6849193627528597, 0.05408064215925805, 0.7797876645093449, 0.7187895160489338, 283.74139101627424, 0.28516895243762114, 0.23468554402281375]",'MultiStageMixerSettlers' object has no attribute '_inlet_cost'
"[19, 0.2981425437698943, 0.3357435719841845, 0.47954269097464614, 0.8803156435093149, 322.586012217214, 0.7238726891279511, 0.8644260888432092]",'MESHDistillation' object has no attribute '_inlet_cost'
"[46, 0.08630568592221984, 0.6554911746205846, 0.34341062462750427, 0.9281045191135537, 342.50906114087354, 0.035630338587786865, 0.31035964415732786]",'MESHDistillation' object has no attribute '_inlet_cost'
"[19, 0.7476084976442504, 0.07615062288495966, 0.7993163903153548, 0.183340333428603, 281.29942727210323, 0.8566518430099748, 0.5589877452908281]",'MESHDistillation' object has no attribute '_inlet_cost'
"[45, 0.47918215356302724, 0.7918811604067372, 0.6491396674302178, 0.25132607340804103, 321.8835826332005, 0.4598956262387953, 0.22450022207327974]",'HXutility' object has no attribute '_inlet_cost'
"[42, 0.4652712861561673, 0.19322416694331598, 0.7568056769284089, 0.7732725462762855, 320.1477243525037, 0.9307793089491463, 0.7450245273883381]",'MultiStageMixerSettlers' object has no attribute '_inlet_cost'
"[37, 0.6504399832383256, 0.7348616050904289, 0.9860211443680625, 0.4910898757344784, 329.47148183633607, 0.7580544724593034, 0.07875341396438383]",'MultiStageMixerSettlers' object has no attribute '_inlet_cost'
"[48, 0.15288744271318253, 0.6105975826687974, 0.20950371663709963, 0.6767259095294995, 329.6203701378083, 0.07410853571110035, 0.6080092103899938]",'MixerSettler' object has no attribute '_inlet_cost'
"[39, 0.5019201206745603, 0.27077579024741905, 0.7862739036203212, 0.13601738313777212, 326.02769155423965, 0.973304248833697, 0.08325251577263214]",'HXutility' object has no attribute '_inlet_cost'
"[26, 0.062237764048076225, 0.5645480887894684, 0.9187674113261661, 0.27659919527533683, 335.42156541010235, 0.9769603008148436, 0.7863086759030524]",'ShortcutColumn' object has no attribute '_inlet_cost'
"[18, 0.5536170880643791, 0.10141609404417933, 0.2051218293280661, 0.38764972830545824, 278.7833193978126, 0.4404277716603301, 0.7643653579073558]",'MultiStageMixerSettlers' object has no attribute '_inlet_cost'
"[11, 0.7846891085474643, 0.0594200344081749, 0.8151764804305356, 0.5537405673087196, 333.2669921750849, 0.20694160593400499, 0.6593046337967828]",'MultiStageMixerSettlers' object has no attribute '_inlet_cost'
"[47, 0.2499576161806809, 0.39008979125484955, 0.35309686014074554, 0.49274611586778827, 300.1184533241395, 0.10789891995970319, 0.6019556165130943]",'MultiStageMixerSettlers' object has no attribute '_inlet_cost'
"[14, 0.09796491951506185, 0.4022429642389183, 0.9250408157912259, 0.9251589719327291, 347.5985347493313, 0.4789457147699495, 0.537259949491326]",'MultiStageMixerSettlers' object has no attribute '_inlet_cost'
"[12, 0.41004590738622665, 0.2572374061935328, 0.2445431194112798, 0.7136307006333958, 288.7017676260191, 0.9465689698973431, 0.35321465179535155]",'MultiStageMixerSettlers' object has no attribute '_inlet_cost'
"[22, 0.4534710157800609, 0.07598348811205821, 0.7732022144115802, 0.21213835742498582, 281.2597697630846, 0.6908856562649828, 0.4802548772031887]",'MultiStageMixerSettlers' object has no attribute '_inlet_cost'
"[14, 0.4164518599485664, 0.08634637508594598, 0.39852094459916704, 0.882970937978302, 332.0150468521105, 0.5809241302058944, 0.5273982442140943]",'HXutility' object has no attribute '_inlet_cost'
"[47, 0.39801914909233815, 0.796982605026764, 0.3467562944619201, 0.39802789670551036, 309.45929571803856, 0.5212757819989513, 0.4366380041988051]",'ShortcutColumn' object has no attribute '_inlet_cost'
"[43, 0.2810875218703891, 0.4055946664894014, 0.2752552531596243, 0.34583330568018145, 292.6491555673542, 0.8174593225794482, 0.766593699962211]",'ShortcutColumn' object has no attribute '_inlet_cost'
"[11, 0.2876901241331945, 0.4806719088750787, 0.3463023585492111, 0.7762214158611997, 336.6278978447949, 0.895321355799099, 0.03705004710055764]",'HXutility' object has no attribute '_inlet_cost'
"[49, 0.6074273407776354, 0.06499072921442944, 0.6847362831463579, 0.5550629615441942, 347.44202334944885, 0.8641428846280228, 0.05473885835777718]",'MultiStageMixerSettlers' object has no attribute '_inlet_cost'
"[13, 0.6756645413964077, 0.8450646427327435, 0.8238104362625976, 0.9985597932528323, 291.19060858351, 0.42349638209593865, 0.03620567121447936]",'HXutility' object has no attribute '_inlet_cost'
"[15, 0.6044755059759269, 0.1534521321473877, 0.12063196597164383, 0.8495369970657533, 342.2493334282672, 0.15544355105526958, 0.9584498048937935]",'MixerSettler' object has no attribute '_inlet_cost'
"[38, 0.47841481179116396, 0.9541648287371609, 0.9303108318163666, 0.7285700187070858, 300.4039186098638, 0.6922754963945315, 0.08352979469775318]",'ShortcutColumn' object has no attribute '_inlet_cost'
"[35, 0.020159618929769845, 0.8189305582762624, 0.5316149528541073, 0.9539006702897137, 282.54307806148, 0.3000043007515912, 0.09976173801764214]",'ShortcutColumn' object has no attribute '_inlet_cost'
"[25, 0.08444723609665394, 0.7661778274674099, 0.6548239995456725, 0.6049765564530206, 314.30658887173354, 0.49485359819482533, 0.2956087066926166]",'ShortcutColumn' object has no attribute '_inlet_cost'
"[30, 0.2797696273976554, 0.2427116619925176, 0.8636157234562338, 0.19366448720818663, 315.8392878349048, 0.822959881215821, 0.16692759598444257]",'HXutility' object has no attribute '_inlet_cost'
"[10, 0.24457779454853804, 0.2921776289278974, 0.817307765506048, 0.8344547603586838, 274.50464961268074, 0.44367531356303397, 0.16230957067836896]",'MultiStageMixerSettlers' object has no attribute '_inlet_cost'
"[44, 0.4557936863045976, 0.19860819273688465, 0.8127601347251189, 0.11562526375202763, 318.998851035885, 0.6423086079737305, 0.2900993576996132]",'MultiStageMixerSettlers' object has no attribute '_inlet_cost'
"[19, 0.20621971006112014, 0.5236452712678749, 0.6310449531925618, 0.5080439266831516, 334.7131288378862, 0.40125565589560447, 0.43398605060900486]",'ShortcutColumn' object has no attribute '_inlet_cost'
"[47, 0.36590846066947136, 0.34613222503474533, 0.4745606919713286, 0.9076727223579195, 306.4537823478739, 0.3954750780575729, 0.5706307183627313]",'MixerSettler' object has no attribute '_inlet_cost'
"[12, 0.3049316759088976, 0.2079794601776512, 0.691298549830238, 0.4475616096436459, 347.9380902203268, 0.5758714070359627, 0.4032697281126352]",'ShortcutColumn' object has no attribute '_inlet_cost'
"[17, 0.2180580569097548, 0.9819968951435812, 0.9406438437416998, 0.45937559372583076, 325.08419521453976, 0.07123695753604206, 0.08193820529783703]",'HXutility' object has no attribute '_inlet_cost'
"[24, 0.1929637883873097, 0.24156249335762875, 0.2803160655360741, 0.4305641316791146, 298.0413480270058, 0.1298835201899667, 0.9313994242326056]",'MESHDistillation' object has no attribute '_inlet_cost'
"[43, 0.22417945412250012, 0.3412153211834336, 0.8144429230482956, 0.6627425440523201, 335.61281597182017, 0.4780438234564661, 0.9759032909905636]",'MESHDistillation' object has no attribute '_inlet_cost'
"[19, 0.4971163319473242, 0.9131885463303623, 0.18987368011765224, 0.7225764233826814, 313.0688047973325, 0.9715235625500068, 0.6925246249426493]",'ShortcutColumn' object has no attribute '_inlet_cost'
"[10, 0.4890756905429014, 0.1675492045612123, 0.6873572247229593, 0.9998, 334.89639285157926, 0.07367659022939914, 0.5683524981507402]",'MultiStageMixerSettlers' object has no attribute '_inlet_cost'
"[35, 0.24971685076407096, 0.43497688004392704, 0.29567224365843, 0.29317298544328513, 306.2282687976974, 0.830645027552973, 0.1143333486269026]",'MultiStageMixerSettlers' object has no attribute '_inlet_cost'
"[36, 0.6909589444199927, 0.0668883392682726, 0.5462791523832748, 0.8665156590302361, 310.31745580650477, 0.2414322623582986, 0.9769301627483746]",'MixerSettler' object has no attribute '_inlet_cost'
"[23, 0.05884099448840751, 0.7361733935375452, 0.4618323894286895, 0.2416991632934827, 308.9809627983926, 0.5695341814765856, 0.8248625561433766]",'HXutility' object has no attribute '_inlet_cost'
"[12, 0.9784454391581351, 0.42578689308603973, 0.14187960493357246, 0.9516069971476601, 328.4878418009681, 0.9686738087647757, 0.2949280761168019]",'ShortcutColumn' object has no attribute '_inlet_cost'
"[35, 0.4366257481135911, 0.22927096617834647, 0.24073712128832409, 0.29821656360815957, 295.11004342846434, 0.17820933092503816, 0.4243474309351808]",'MESHDistillation' object has no attribute '_inlet_cost'
"[39, 0.15796610658775245, 0.2671852317894027, 0.9953544573952608, 0.5728130672100905, 335.20198103337873, 0.4026683958475648, 0.43897242551372073]",'MultiStageMixerSettlers' object has no attribute '_inlet_cost'
"[26, 0.37434838927895364, 0.8091436578246675, 0.874759185865216, 0.12911543339556475, 288.14423408884085, 0.4386462215686214, 0.2694021674469158]",'ShortcutColumn' object has no attribute '_inlet_cost'
"[44, 0.4400383649910657, 0.9293256158854271, 0.5883608623846194, 0.9914275207865366, 321.0445321793504, 0.3092005955133252, 0.10230565915291313]",'MESHDistillation' object has no attribute '_inlet_cost'
"[39, 0.6731248747563757, 0.045031686742145444, 0.4873662079567044, 0.2658875583621869, 348.9101753494552, 0.3505604992011132, 0.6412877243061424]",'MultiStageMixerSettlers' object has no attribute '_inlet_cost'
"[22, 0.1514992535113447, 0.3602185157573817, 0.3843844170130175, 0.9097858170411717, 274.5913386304458, 0.16337638594859602, 0.30914870830408436]",'HXutility' object has no attribute '_inlet_cost'
"[32, 0.3577066673852341, 0.09820530135845956, 0.3044315411903013, 0.821823121360041, 305.8655433836941, 0.9662356599660448, 0.5697866238318995]",'HXutility' object has no attribute '_inlet_cost'
"[41, 0.5147434200014986, 0.11898526181102394, 0.2665474478356176, 0.7505678188071196, 323.0545377360254, 0.6131733021685742, 0.221773847606918]",'MESHDistillation' object has no attribute '_inlet_cost'
"[21, 0.1279018838748756, 0.5401299192489339, 0.7983382781597321, 0.49930292675254107, 299.97936121791054, 0.7835302745988713, 0.9131667833483854]",'HXutility' object has no attribute '_inlet_cost'
"[11, 0.9970271592283891, 0.6425276348793918, 0.4145482474400893, 0.9544633243625607, 320.42906257438455, 0.6341134314988305, 0.7197405091480921]",'MixerSettler' object has no attribute '_inlet_cost'
"[44, 0.38181258305553817, 0.1370566561036347, 0.4205617511989201, 0.25597360064999775, 309.2480930029153, 0.4808688185377202, 0.7039608277911614]",'ShortcutColumn' object has no attribute '_inlet_cost'
"[36, 0.31724301205114047, 0.3566946636405361, 0.2875392000543923, 0.6281029323963603, 282.838111102094, 0.9139903181076977, 0.9258103460622762]",'MESHDistillation' object has no attribute '_inlet_cost'
"[31, 0.1973492709595214, 0.29706405404577424, 0.6857445760138278, 0.5776115003262785, 303.51757835502787, 0.34134469311939075, 0.15556735965315177]",'ShortcutColumn' object has no attribute '_inlet_cost'
"[37, 0.4846297485701237, 0.12217821390471433, 0.2781301647423318, 0.6490043917480239, 343.84775292561505, 0.7259827330429426, 0.4195495473846791]",'HXutility' object has no attribute '_inlet_cost'
"[25, 0.4067903536751297, 0.17090467677920873, 0.6049890042534797, 0.8742534415538226, 277.57688304009224, 0.6094601978517002, 0.37269640745535026]",'ShortcutColumn' object has no attribute '_inlet_cost'
"[22, 0.4034835403632122, 0.27603693070702146, 0.16312519630626401, 0.786009039846497, 300.8040747927159, 0.5086273873126823, 0.28725141929470016]",'MultiStageMixerSettlers' object has no attribute '_inlet_cost'
"[38, 0.16260164404286948, 0.4005488423145467, 0.3775873617314336, 0.3438120188511479, 318.49083471294693, 0.013010988531511024, 0.7437587437459213]",'HXutility' object has no attribute '_inlet_cost'
"[20, 0.5318177961054923, 0.16695594045014417, 0.08125420660645274, 0.9706963324060262, 317.350861582334, 0.3818074463645155, 0.5753072924661647]",'MultiStageMixerSettlers' object has no attribute '_inlet_cost'
"[25, 0.186485563574103, 0.3713929548066178, 0.8771404730718525, 0.28463214095741635, 327.2892909046792, 0.8601073701057574, 0.12064979198018623]",'MultiStageMixerSettlers' object has no attribute '_inlet_cost'
"[46, 0.07175432734709018, 0.8171363310057893, 0.3242128709522451, 0.8990619906939127, 348.731718047368, 0.20873851644386318, 0.3576549769829244]",'MixerSettler' object has no attribute '_inlet_cost'
"[11, 0.20125666828840016, 0.3605932026512175, 0.3992070903799547, 0.5094909996977179, 346.07059507395564, 0.3655755252511735, 0.6152241512436027]",'MultiStageMixerSettlers' object has no attribute '_inlet_cost'
"[14, 0.347698336408566, 0.339954452052888, 0.6792057698722744, 0.14237797401327015, 303.7838639760849, 0.2446528897523296, 0.16674673092191766]",'HXutility' object has no attribute '_inlet_cost'
"[17, 0.03692151294531284, 0.8290028114471777, 0.618218578832165, 0.8201178414731676, 275.6952159622322, 0.8047874746423285, 0.2799224058528372]",'HXutility' object has no attribute '_inlet_cost'
"[28, 0.7868624265733151, 0.6354124173417819, 0.3738552278179095, 0.20714868845228873, 332.01112384398436, 0.8200428482655362, 0.029844337248825587]",'ShortcutColumn' object has no attribute '_inlet_cost'
"[24, 0.7955248369943133, 0.04990345096794207, 0.4492215299586803, 0.5630825382696885, 295.56755792959297, 0.900782971843278, 0.503676676319749]",'ShortcutColumn' object has no attribute '_inlet_cost'
"[22, 0.3888269657966972, 0.8447246489076424, 0.5756698310356004, 0.2779544734062354, 316.05338618049626, 0.3073297669915059, 0.31356192798327565]",'HXutility' object has no attribute '_inlet_cost'
"[27, 0.2535682439900548, 0.285088128892728, 0.2925161897435109, 0.2864325403043311, 291.1841572992609, 0.48772185202392077, 0.8643427973219805]",'ShortcutColumn' object has no attribute '_inlet_cost'
"[40, 0.4895790326266233, 0.9230346481970216, 0.3043663092004227, 0.6222174819299608, 288.1676916607611, 0.320921946776408, 0.1609369176592408]",'MESHDistillation' object has no attribute '_inlet_cost'
"[39, 0.8322503999250129, 0.1481037136631901, 0.7301624918471045, 0.8643621564993673, 279.6383184847748, 0.5739882071256481, 0.028907872525397196]",'HXutility' object has no attribute '_inlet_cost'
"[38, 0.7506929033092716, 0.0387500753201565, 0.9796481643701632, 0.31845904725506585, 324.11024000161046, 0.41966895844966673, 0.24283457475739006]",'HXutility' object has no attribute '_inlet_cost'
"[45, 0.20063278353494626, 0.5340885509314268, 0.1346075236089083, 0.8126720275045346, 312.5277126330921, 0.2081362638196954, 0.42772429294320274]",'ShortcutColumn' object has no attribute '_inlet_cost'
"[26, 0.9059157761593091, 0.8975138056986857, 0.4370875518326743, 0.7224412044712477, 336.249658566915, 0.3489367848488282, 0.12284820903402345]",'ShortcutColumn' object has no attribute '_inlet_cost'
"[21, 0.06645829383649869, 0.48731606507822894, 0.7534178037479534, 0.3604645314673942, 306.4648518262648, 0.1297450231969699, 0.4469406668523668]",'MESHDistillation' object has no attribute '_inlet_cost'
"[38, 0.47261554192725636, 0.20479420076082408, 0.28957758018906565, 0.37295912499527806, 339.6303576781934, 0.8632937066915262, 0.11617091987343216]",'MultiStageMixerSettlers' object has no attribute '_inlet_cost'
"[34, 0.3598319761626797, 0.33009866687647665, 0.1257396714868517, 0.6291552631572007, 318.6298603917486, 0.8409573964822817, 0.34987453323304374]",'HXutility' object has no attribute '_inlet_cost'
"[16, 0.6436450149236504, 0.05552758950177654, 0.9437088511666939, 0.8161389544592197, 312.8633020124518, 0.5147055885215377, 0.8030893808271397]",'ShortcutColumn' object has no attribute '_inlet_cost'
"[14, 0.11590090166637951, 0.5859313039587448, 0.7981902437928079, 0.2548877798310284, 313.0881336565065, 0.07114292654669106, 0.2352348045476609]",'ShortcutColumn' object has no attribute '_inlet_cost'
"[37, 0.40210071957544646, 0.2354272929232339, 0.9744708436226153, 0.17189621759448978, 290.35440082522933, 0.5262051680274696, 0.4557277773106895]",'MixerSettler' object has no attribute '_inlet_cost'
"[29, 0.6720851154962066, 0.03479724736741726, 0.9932434452088339, 0.25426476933070996, 312.68302506808436, 0.4856071432695378, 0.8193249632675231]",'ShortcutColumn' object has no attribute '_inlet_cost'
"[41, 0.35180165601125984, 0.3482626032040248, 0.7312096927454347, 0.17314596256508294, 305.99700165898963, 0.46966406719923187, 0.08587877680107456]",'HXutility' object has no attribute '_inlet_cost'
"[22, 0.4911632949362745, 0.419497388861827, 0.5159833384219129, 0.20492028643273427, 274.8410697530369, 0.29704487702223153, 0.10607256283348002]",'MultiStageMixerSettlers' object has no attribute '_inlet_cost'
"[31, 0.46789128032656385, 0.639038629673023, 0.4883402572058761, 0.4574757025615334, 348.30725155454365, 0.5116371875605384, 0.046735812576618546]",'HXutility' object has no attribute '_inlet_cost'
"[20, 0.38370100784977385, 0.27081288483671184, 0.3761183265603131, 0.4876324979650506, 291.6811068142242, 0.7829088975925007, 0.6596012215111748]",'ShortcutColumn' object has no attribute '_inlet_cost'
"[26, 0.5083285552309353, 0.06404246481187516, 0.3568740310314614, 0.9161317242489362, 293.5913829265748, 0.49325909570673193, 0.04677636299953908]",'MultiStageMixerSettlers' object has no attribute '_inlet_cost'
"[35, 0.5978494835559267, 0.2831801758650439, 0.6294017139328889, 0.9086009535166572, 315.6105933663621, 0.28872727865478803, 0.10537343474804388]",'HXutility' object has no attribute '_inlet_cost'
"[47, 0.09967914697917926, 0.7294702906881679, 0.2987220678347228, 0.7278907560958586, 308.8057453852542, 0.5464793450673869, 0.721250978821488]",'HXutility' object has no attribute '_inlet_cost'
"[26, 0.18150529926931813, 0.4200694765618101, 0.4696396782655061, 0.24092085697039484, 302.17395958270436, 0.05544446512704892, 0.8174039430390763]",'HXutility' object has no attribute '_inlet_cost'
"[28, 0.5499848570737016, 0.7910021608848351, 0.7881069427435443, 0.20587950000734406, 305.06557979234765, 0.49470238692675156, 0.14371673565712154]",'ShortcutColumn' object has no attribute '_inlet_cost'
"[29, 0.1372520236633661, 0.348323017221734, 0.5306430823962248, 0.7527546897868519, 323.4017753096334, 0.7196886623428418, 0.3565580798633446]",'MultiStageMixerSettlers' object has no attribute '_inlet_cost'
"[47, 0.3373708172473472, 0.2507346970016398, 0.5950265885187477, 0.5868848142714513, 347.3669622907514, 0.25323122879727794, 0.08778073140916054]",'MixerSettler' object has no attribute '_inlet_cost'
"[15, 0.24123345877105368, 0.477534324895597, 0.3546461069996693, 0.39003848387553436, 301.0555483978246, 0.4322193628482982, 0.43837927922096115]",'MultiStageMixerSettlers' object has no attribute '_inlet_cost'
"[20, 0.1670009661886466, 0.5598894759191602, 0.2521287974040699, 0.7883846430897736, 295.479425896651, 0.5989997501891043, 0.604373880337419]",'HXutility' object has no attribute '_inlet_cost'
"[20, 0.08893809370630841, 0.4694973528418865, 0.45393022499541125, 0.19646172946110066, 293.61529175217447, 0.2131643083307157, 0.5477019813281824]",'MixerSettler' object has no attribute '_inlet_cost'
"[29, 0.2919853676214004, 0.23490026095424654, 0.23721952249916461, 0.7400254745832483, 326.43850257836425, 0.25884362274177364, 0.9407357864308716]",'HXutility' object has no attribute '_inlet_cost'
"[44, 0.18888625823576163, 0.2851092340680701, 0.5839743850573647, 0.7065532615533856, 321.5979301084111, 0.38077146309988213, 0.6132266468197439]",'HXutility' object has no attribute '_inlet_cost'
"[22, 0.47395528872785925, 0.13538886558696805, 0.20851626529158102, 0.9165426684395408, 311.1062299511706, 0.12340194452548292, 0.2530002945317309]",'MultiStageMixerSettlers' object has no attribute '_inlet_cost'
