22,0.752955009862663,0.3703757058434036,0.5173857294960444,0.960314532732159,307.5448470013046,0.9229139613789471,0.2845120911168928,1.968,3.9159,0.14378573159179273,2.618667408273605,0.01380670611439842,7,5,1.9575,3.9601,0.2573879704357901
43,0.9728351472566512,0.07048947376533043,0.2404900748702129,0.24903368001151732,317.4759748488783,0.9188470661208678,0.9776288803359334,,0.6732,0.0391197918684812,26.789958603581844,0.013806706114398423,8,4,1.0075,0.6699,0.8957094167345204
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
27,0.7172714534126509,0.4200330382727344,0.5867357268598541,0.09150287112068349,283.2366275317688,0.6199236928735053,0.5785850195354193,1.1831,1.7799,0.017505230973424026,2.166308087911911,0.013806706114398423,7,5,,1.8018,0.032717781228921196
27,0.9373386783277107,0.2978768555144156,0.4873849505348572,0.4190211342252214,324.9934755796047,0.8862303579986238,0.9920201945434063,1.2353,0.6922,0.13451863221793522,8.478041273086415,0.013806706114398425,10,5,1.2029,0.687,0.33119111228874515
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
13,0.8421147540907313,0.1513977800229143,0.5677963710233065,0.17604076148223596,342.4873007979866,0.3079981864367936,0.7868062600021711,1.0361,0.8371,0.02413394366879561,5.482157874161106,0.013806706114398421,5,3,1.0118,0.8358,0.12460018154413963
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
18,0.8736759016372244,0.07798563776412534,0.7471906578018719,0.9146522255872074,337.5962153823825,0.012990189169403777,0.48701060923813333,1.2609,1.7801,0.1398496678416851,8.06644264582765,0.013806706114398421,3,2,0.9563,1.391,0.558206008933827
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
25,0.6571135529262153,0.5200840584153298,0.01137873398032957,0.587091842882737,284.41170971459326,0.6973442257471734,0.005082846777395183,0,0,0,0,0,0,0,0,0,0
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
31,0.5373729190726351,0.2775994825931839,0.4083841011490139,0.21865390633420717,336.6727024618185,0.3667715937693913,0.4297009321504676,1.214,2.003,0.015069556974177412,1.4640524970419906,0.013806706114398418,2,2,0.9976,1.7586,0.04077130030510722
43,0.6304789995006447,0.021029077831127483,0.9245645531400635,0.8082463982669218,340.31623496128793,0.47015168571154164,0.30071821481675465,,3.3094,0.06337012011131299,3.4697835489051227,0.01380670611439842,-5,-2,0,0,0
13,0.6977799438955524,0.5370734648391449,0.4925329251458585,0.5558089807664088,321.4168954534759,0.8490301713837572,0.7820499265445151,1.3309,0.8865,0.09176795865154695,1.7727013166115433,0.013806706114398421,8,5,1.3056,0.8855,0.12730729682932324
10,0.08281844443705139,0.7664814317306045,0.5839204977794951,0.07675315402259708,305.38181629096005,0.7943926329321618,0.2662077513245227,,3.967,0.009353166754638428,0.1324312529995977,0.013806706114398425,1,1,0,0,0
29,0.9158045422806098,0.49535944203332977,0.19541162534763915,0.3998059097376569,273.8567214684756,0.3111563752805069,0.6381670312039253,1.2355,1.5799,0.09408317573655248,5.25152568419123,0.013806706114398421,12,7,1.1652,1.5865,0.1371471848987578
14,0.7473575247644143,0.8150256670119375,0.0825210672293558,0.6755858825507738,342.3350377666782,0.26781743412680625,0.7885996758671253,1.0324,0.7179,0.08367055405846735,1.465570152804348,0.01380670611439842,12,9,0.9926,0.7232,0.08137155051317818
